titleNo,language,communityAuthorId,title,writingAuthorName,representGenre,restTerminationStatus,newTitle,ageGradeNotice,registerYmdt,thumbnail,thumbnailIpad,starScoreAverage,starScoreCount,readCount,favoriteCount,mana,rankingMana,likeitCount,lastEpisodeRegisterYmdt,synopsis,totalServiceEpisodeCount,serviceStatus,badgeType,authorNeoId,thumbnailVertical,previewDisabled,service,genreColor,titleForSeo,representGenreCssCode,representGenreSeoCode,webtoonType,starScoreTotal
304446,ENGLISH,525th,Meme Girls,Merryweather Media,COMEDY,SERIES,False,False,1559536553000,/20220319_140/1647618346982oTxgn_JPEG/425e9473-9667-468e-b2e2-ebd9cf72e570.jpg,/20220319_140/1647618346982oTxgn_JPEG/425e9473-9667-468e-b2e2-ebd9cf72e570.jpg,9.22,17841,184160930,983183,38161,0,14017673,1732075042000,"Memes, gaming consoles, and websites turned into anime girls! Please enjoy this compilation of meme comics, oneshots, and shorts from the team behind Merryweather Comics!",272,SERVICE,FAVORITE,2cb2f5c0-74a1-11e4-8f91-00000000041d,/20220319_268/1647618476355LUC0O_JPEG/f8515954-54fc-4ab7-af0d-65c9be72f765.jpg,False,True,EEA800,meme-girls,comedy,comedy,CHALLENGE,0
895335,ENGLISH,n2h9l,type-blind,soycisoy,ROMANCE,SERIES,False,False,1692709806000,/20240623_64/1719075535780BUDd5_JPEG/39e40e2f-4b4a-4855-a011-69ff8f77a0412412692765707285354.jpg,/20240623_64/1719075535780BUDd5_JPEG/39e40e2f-4b4a-4855-a011-69ff8f77a0412412692765707285354.jpg,9.71,2071,7505774,108448,36469,0,600849,1732543212000,"Ryan has a type, and it isn&#39;t Dave. [BL] [Updates on Monday]",56,SERVICE,FAVORITE,0b8ef220-515c-11ea-8124-246e964875a0,/20240623_54/1719069612684liiFk_JPEG/7ed1d8a1-d9f7-4874-96ed-bb94a9197e746443696552200455640.jpg,False,True,FD337F,type-blind,romance,romance,CHALLENGE,0
358889,ENGLISH,u85n1,The Weekly Roll,CME_T,COMEDY,SERIES,False,True,1574086364000,/20220422_72/1650622027797UhAOF_JPEG/d0a0ec70-150a-4a86-b994-14d695c2d317.jpg,/20220422_72/1650622027797UhAOF_JPEG/d0a0ec70-150a-4a86-b994-14d695c2d317.jpg,9.78,6125,48247097,230259,34062,0,3636957,1732352414000,A four-panel comic strip that follows the exploits of a party of adventurers as they walk the fine line between being the good guys and homeless psychopaths for hire.  ,178,SERVICE,FAVORITE,7ee0cee0-0974-11ea-bf91-246e963c0360,/20210922_58/1632319545145o9sFb_JPEG/3536ac30-904e-4ae6-be0c-568636178a08.jpg,False,True,EEA800,the-weekly-roll,comedy,comedy,CHALLENGE,0
855089,ENGLISH,s25pg,Falling In Love With My Ex-fiance&#39;s Grandfather,Hanza_Art,COMEDY,SERIES,False,False,1679330748000,/20241104_275/1730699509210hnHRI_JPEG/8f5b1cf9-c2a8-4dbf-9195-d0887b62258515691390976938168153.jpg,/20241104_275/1730699509210hnHRI_JPEG/8f5b1cf9-c2a8-4dbf-9195-d0887b62258515691390976938168153.jpg,9.75,3703,9818458,190848,32468,0,140258,1732500614000,"After getting rejected by her fianc&eacute;, 20-year old Mary Menoushire passed out from the shock. She then got possessed by a 50-year old lady from another world...who thinks her (ex)fianc&eacute;&#39;s grandfather is hotter.
#agegap #comedy

[Disclaimer: this comic started as a few jokes on Twitter. But since it got a lot of attention, I decided to make it a full-colored comic]

----updates Mon/Thurs----",12,SERVICE,FAVORITE,042fa120-ebad-11e8-8b73-246e964876a4,/20241104_104/1730700151305X36Am_JPEG/b43ee1aa-2b45-4528-80b0-ed753d0ed33f2686779061431739950.jpg,False,True,EEA800,falling-in-love-with-my-ex-fiances-grandfather,comedy,comedy,CHALLENGE,0
821877,ENGLISH,iatl7,Eldritch Darling,mishacak3s,SUPERNATURAL,SERIES,False,False,1668209771000,/20240223_266/1708638689539y9qXP_JPEG/9771c887-c454-4193-8641-313a97767f6c550111274961422392.jpg,/20240223_266/1708638689539y9qXP_JPEG/9771c887-c454-4193-8641-313a97767f6c550111274961422392.jpg,9.38,1628,11273735,122600,30039,0,1197144,1732262401000,"What if we kissed and we were both girls? And one of us was an oblivious human and the other was a dark eldritch abomination creature from beyond the stars??
[updates fridays]",95,SERVICE,FAVORITE,f939a200-9a7f-11eb-8a8d-a0086f45fe02,/20221112_121/1668209720791CyOy5_JPEG/8d850c61-9168-4a52-b518-8c843aa0c2293159055054834728870.jpg,False,True,7A41E9,eldritch-darling,supernatural,supernatural,CHALLENGE,0
770006,ENGLISH,36fwv,Cherry Crush,yemsao,DRAMA,SERIES,False,True,1653874539000,/20230102_280/1672631606754vC2sh_JPEG/23949025-2858-47b3-932c-3418f22daf795900959106762273779.jpg,/20230102_280/1672631606754vC2sh_JPEG/23949025-2858-47b3-932c-3418f22daf795900959106762273779.jpg,9.87,24124,31610700,407767,28747,0,2134911,1732255201000,"[UPDATES EVERY FRIDAY/Midnight GMT-6]
Cherie, a 25 year-old salary worker, lives in a small apartment with his best friend, Crush. Cherie thought he could live forever with his secret crush on his roommate, but as events transpired, it proved to be a little difficult, especially when Crush&#39;s past is slowly catching up to him.
",105,SERVICE,FAVORITE,fb5c10f0-a825-11e6-ba59-000000003c7c,/20231005_149/1696487982015z7Cpp_JPEG/3ebdaebd-5261-47e3-a569-a102244df31e3526273400431493514.jpg,False,True,00B19A,cherry-crush,drama,drama,CHALLENGE,0
826576,ENGLISH,69abn,RUTHLESS (GL),DUMPLONE,ROMANCE,SERIES,False,True,1669931507000,/20230416_88/16816545936322Qi63_JPEG/87b70b79-4504-4b82-aec1-3bf51616653c1615752988601910509.jpeg,/20230416_88/16816545936322Qi63_JPEG/87b70b79-4504-4b82-aec1-3bf51616653c1615752988601910509.jpeg,9.77,11062,36823549,352592,26898,0,1327424,1732464001000,"(Updates every 8 days - 12 pm EST TIME) Seo Jimin lives by three rules, and a significant lesson from her parents, never get too close to anyone. She loves her independence, avoiding long-term connections. It&rsquo;s all about the enjoyment without the relationship drama. This approach might get her a bad reputation at the university, but it prevents heartache, especially for her. Then, a strikingly beautiful neighbour arrives&hellip;",97,SERVICE,FAVORITE,d6a628f0-3428-11e8-be70-00000000fe1a,/20230402_36/16803795313707sMEd_JPEG/50612697-baff-4ab6-8ebc-ad8745698fd31555396280918948317.jpeg,False,True,FD337F,ruthless-gl,romance,romance,CHALLENGE,0
975970,ENGLISH,17pt5,Papercut Dreams (GL),moonbun00,DRAMA,SERIES,False,False,1719690563000,/20240817_119/17238431316595OkDI_JPEG/fe43dd04-d39b-4295-acfc-2040b80f47158868516171974176090.jpg,/20240817_119/17238431316595OkDI_JPEG/fe43dd04-d39b-4295-acfc-2040b80f47158868516171974176090.jpg,9.73,929,1233933,68665,26137,0,108828,1731794428000,"What does it mean to have dreams? Shae, a young woman whose ambitions were shattered by a high school injury, now works as a barista to support her sick mother while her father steals her earnings. At 21, life feels like an endless struggle until a curious new neighbour challenges her perspective. Through this unexpected friendship, Shae begins to rediscover her dreams and the strength to pursue them.",14,SERVICE,FAVORITE,5d29a4a0-c189-11e7-b682-00000000e67c,/20240630_262/1719690555759xG7xN_JPEG/6026afbe-0c43-4ee6-bace-1eb34920a61f5689259336779699472.jpg,False,True,00B19A,papercut-dreams-gl,drama,drama,CHALLENGE,0
831153,ENGLISH,oaxv3,Boy Next Door [BL],WinterBlazeC,ROMANCE,SERIES,False,False,1671492084000,/20230201_36/1675205231828qlTAp_PNG/bddf5e3d-8474-4e5f-9d21-b838773ad1596120894851940629677.png,/20230201_36/1675205231828qlTAp_PNG/bddf5e3d-8474-4e5f-9d21-b838773ad1596120894851940629677.png,9.49,4709,26000058,88391,24865,0,1405757,1732314601000,"Just two best friends living next to each other
//Lgbtq+, bl, coming of age, inconsistent art :&#39;)",230,SERVICE,FAVORITE,16d36d00-7cab-11ed-b961-a0086f99b21d,/20240831_138/17250545981634FdLj_PNG/83ee728a-7284-4dc9-abd4-71bac01e138b384317577102189457.png,False,True,FD337F,boy-next-door-bl,romance,romance,CHALLENGE,0
312584,ENGLISH,585gp,Punderworld,sigeel (linda sejic),FANTASY,SERIES,False,False,1561833934000,/20240611_71/1718039063880At8w4_JPEG/e2cd9d52-738f-43e3-8c2e-121435406ec214974981545847573995.jpg,/20240611_71/1718039063880At8w4_JPEG/e2cd9d52-738f-43e3-8c2e-121435406ec214974981545847573995.jpg,9.74,10588,25728880,469328,23588,0,2158847,1732223400000,"Hades&#39; and Persephone&#39;s love-struck misadventures.  
(up twice a month on a Thursday)
",63,SERVICE,FAVORITE,7e7e6e70-35c3-11e8-b925-00000000fe50,/20240401_223/1711948588523G4jRJ_JPEG/4bf61bfe-98cb-481d-a863-f1de2de6f1c11518142784075881739.jpg,False,True,8B00E9,punderworld,fantasy,fantasy,CHALLENGE,0
